place_name,place_type,year,quarter,value
כפר אדומים,מועצה אזורית מטה בנימין,2012,2,1.0
כפר אדומים,מועצה אזורית מטה בנימין,2013,4,3.0
כפר אדומים,מועצה אזורית מטה בנימין,2014,1,18.0
כפר אדומים,מועצה אזורית מטה בנימין,2014,2,4.0
כפר אדומים,מועצה אזורית מטה בנימין,2014,3,10.0
כפר אדומים,מועצה אזורית מטה בנימין,2015,1,1.0
כפר אדומים,מועצה אזורית מטה בנימין,2015,2,3.0
כפר אדומים,מועצה אזורית מטה בנימין,2015,3,1.0
כפר אדומים,מועצה אזורית מטה בנימין,2015,4,1.0
כפר אדומים,מועצה אזורית מטה בנימין,2016,1,1.0
כפר אדומים,מועצה אזורית מטה בנימין,2016,3,2.0
כפר אדומים,מועצה אזורית מטה בנימין,2016,4,7.0
כפר אדומים,מועצה אזורית מטה בנימין,2017,1,10.0
כפר אדומים,מועצה אזורית מטה בנימין,2017,2,1.0
כפר אוריה,מועצה אזורית מטה יהודה,2013,3,2.0
כפר אוריה,מועצה אזורית מטה יהודה,2014,1,1.0
כפר אוריה,מועצה אזורית מטה יהודה,2014,4,3.0
"כפר אז""ר",,2012,1,2.0
"כפר אז""ר",,2012,3,6.0
"כפר אז""ר",,2013,1,2.0
"כפר אז""ר",,2013,3,1.0
"כפר אז""ר",,2013,4,18.0
"כפר אז""ר",,2014,1,22.0
"כפר אז""ר",,2014,2,1.0
"כפר אז""ר",,2014,4,5.0
כפר אחים,מועצה אזורית באר טוביה,2013,3,1.0
כפר אחים,מועצה אזורית באר טוביה,2013,4,2.0
כפר אחים,מועצה אזורית באר טוביה,2014,1,1.0
כפר אחים,מועצה אזורית באר טוביה,2014,2,7.0
כפר אחים,מועצה אזורית באר טוביה,2015,1,1.0
כפר אחים,מועצה אזורית באר טוביה,2015,3,1.0
כפר אחים,מועצה אזורית באר טוביה,2016,1,1.0
כפר אחים,מועצה אזורית באר טוביה,2017,2,1.0
כפר ביאליק,מועצה אזורית זבולון,2012,4,1.0
כפר ביאליק,מועצה אזורית זבולון,2014,1,1.0
כפר ביאליק,מועצה אזורית זבולון,2014,2,1.0
כפר ביאליק,מועצה אזורית זבולון,2016,3,1.0
כפר ביל''ו,מועצה אזורית גזר,2012,3,3.0
כפר ביל''ו,מועצה אזורית גזר,2013,1,1.0
כפר ביל''ו,מועצה אזורית גזר,2013,2,1.0
כפר ביל''ו,מועצה אזורית גזר,2013,3,1.0
כפר ביל''ו,מועצה אזורית גזר,2014,3,1.0
כפר ביל''ו,מועצה אזורית גזר,2016,3,5.0
כפר ביל''ו,מועצה אזורית גזר,2017,1,1.0
כפר בלום,מועצה אזורית הגליל העליון,2015,2,1.0
כפר בלום,מועצה אזורית הגליל העליון,2016,3,1.0
כפר בלום,מועצה אזורית הגליל העליון,2017,1,3.0
כפר בן נון,מועצה אזורית גזר,2013,1,1.0
כפר בן נון,מועצה אזורית גזר,2013,3,1.0
כפר בן נון,מועצה אזורית גזר,2014,2,1.0
כפר בן נון,מועצה אזורית גזר,2016,2,1.0
כפר ברא,מועצה מקומית,2012,1,4.0
כפר ברא,מועצה מקומית,2012,2,2.0
כפר ברא,מועצה מקומית,2012,3,8.0
כפר ברא,מועצה מקומית,2012,4,2.0
כפר ברא,מועצה מקומית,2013,1,7.0
כפר ברא,מועצה מקומית,2013,2,5.0
כפר ברא,מועצה מקומית,2013,3,5.0
כפר ברא,מועצה מקומית,2013,4,6.0
כפר ברא,מועצה מקומית,2014,1,4.0
כפר ברא,מועצה מקומית,2014,2,3.0
כפר ברא,מועצה מקומית,2014,3,22.0
כפר ברא,מועצה מקומית,2014,4,5.0
כפר ברא,מועצה מקומית,2015,1,10.0
כפר ברא,מועצה מקומית,2015,2,5.0
כפר ברא,מועצה מקומית,2015,3,5.0
כפר ברא,מועצה מקומית,2015,4,4.0
כפר ברא,מועצה מקומית,2016,1,19.0
כפר ברא,מועצה מקומית,2016,2,15.0
כפר ברא,מועצה מקומית,2016,3,13.0
כפר ברא,מועצה מקומית,2016,4,12.0
כפר ברא,מועצה מקומית,2017,1,6.0
כפר ברא,מועצה מקומית,2017,2,9.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2012,1,2.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2012,2,1.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2012,3,2.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2013,1,3.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2013,2,1.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2013,3,2.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2013,4,1.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2014,1,3.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2014,2,2.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2014,3,1.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2014,4,3.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2015,1,5.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2015,2,5.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2015,3,14.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2015,4,3.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2016,1,4.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2016,2,3.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2016,3,4.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2016,4,7.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2017,1,4.0
כפר ברוך,מועצה אזורית עמק יזרעאל,2017,2,1.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2012,3,2.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2013,1,3.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2013,2,5.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2013,3,1.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2013,4,2.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2014,2,1.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2015,1,7.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2015,2,8.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2015,3,7.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2015,4,16.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2016,1,4.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2016,2,5.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2016,3,5.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2016,4,7.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2017,1,4.0
כפר גדעון,מועצה אזורית עמק יזרעאל,2017,2,5.0
כפר גלים,מועצה אזורית חוף הכרמל,2014,3,1.0
כפר גלעדי,מועצה אזורית הגליל העליון,2012,3,1.0
כפר גלעדי,מועצה אזורית הגליל העליון,2013,4,1.0
כפר גלעדי,מועצה אזורית הגליל העליון,2014,1,2.0
כפר גלעדי,מועצה אזורית הגליל העליון,2014,2,1.0
כפר גלעדי,מועצה אזורית הגליל העליון,2015,1,2.0
כפר גלעדי,מועצה אזורית הגליל העליון,2015,3,1.0
כפר גלעדי,מועצה אזורית הגליל העליון,2015,4,1.0
כפר גלעדי,מועצה אזורית הגליל העליון,2016,4,2.0
כפר גלעדי,מועצה אזורית הגליל העליון,2017,2,1.0
כפר דניאל,מועצה אזורית חבל מודיעין,2014,3,3.0
כפר האורנים,מועצה אזורית מטה בנימין,2015,4,3.0
כפר האורנים,מועצה אזורית מטה בנימין,2016,2,2.0
כפר האורנים,מועצה אזורית מטה בנימין,2016,4,3.0
כפר האורנים,מועצה אזורית מטה בנימין,2017,2,1.0
כפר החורש,מועצה אזורית עמק יזרעאל,2012,2,1.0
כפר החורש,מועצה אזורית עמק יזרעאל,2012,4,1.0
כפר החורש,מועצה אזורית עמק יזרעאל,2013,1,2.0
כפר החורש,מועצה אזורית עמק יזרעאל,2013,3,2.0
כפר החורש,מועצה אזורית עמק יזרעאל,2014,1,1.0
כפר החורש,מועצה אזורית עמק יזרעאל,2014,2,1.0
כפר החורש,מועצה אזורית עמק יזרעאל,2015,1,5.0
כפר החורש,מועצה אזורית עמק יזרעאל,2015,2,3.0
כפר החורש,מועצה אזורית עמק יזרעאל,2016,1,3.0
כפר החורש,מועצה אזורית עמק יזרעאל,2016,4,1.0
כפר הנגיד,מועצה אזורית גן רווה,2012,3,1.0
כפר הנגיד,מועצה אזורית גן רווה,2013,1,2.0
כפר הנגיד,מועצה אזורית גן רווה,2013,2,2.0
כפר הנגיד,מועצה אזורית גן רווה,2014,1,1.0
כפר הנגיד,מועצה אזורית גן רווה,2014,2,1.0
כפר הנגיד,מועצה אזורית גן רווה,2016,2,2.0
כפר הנשיא,מועצה אזורית הגליל העליון,2012,1,2.0
כפר הנשיא,מועצה אזורית הגליל העליון,2012,4,1.0
כפר הנשיא,מועצה אזורית הגליל העליון,2013,2,1.0
כפר הנשיא,מועצה אזורית הגליל העליון,2014,4,1.0
כפר הנשיא,מועצה אזורית הגליל העליון,2015,3,1.0
כפר הס,מועצה אזורית לב השרון,2012,2,4.0
כפר הס,מועצה אזורית לב השרון,2012,3,10.0
כפר הס,מועצה אזורית לב השרון,2012,4,3.0
כפר הס,מועצה אזורית לב השרון,2013,1,1.0
כפר הס,מועצה אזורית לב השרון,2013,2,2.0
כפר הס,מועצה אזורית לב השרון,2014,1,3.0
כפר הס,מועצה אזורית לב השרון,2014,2,3.0
כפר הס,מועצה אזורית לב השרון,2014,3,5.0
כפר הס,מועצה אזורית לב השרון,2014,4,3.0
כפר הס,מועצה אזורית לב השרון,2015,1,4.0
כפר הס,מועצה אזורית לב השרון,2015,2,7.0
כפר הס,מועצה אזורית לב השרון,2015,3,3.0
כפר הס,מועצה אזורית לב השרון,2015,4,1.0
כפר הס,מועצה אזורית לב השרון,2016,3,4.0
כפר הס,מועצה אזורית לב השרון,2016,4,1.0
כפר הס,מועצה אזורית לב השרון,2017,1,1.0
כפר הרא''ה,מועצה אזורית עמק חפר,2013,1,1.0
כפר הרא''ה,מועצה אזורית עמק חפר,2016,2,2.0
כפר הרי''ף,מועצה אזורית יואב,2012,4,2.0
כפר הרי''ף,מועצה אזורית יואב,2013,1,6.0
כפר הרי''ף,מועצה אזורית יואב,2013,2,1.0
כפר הרי''ף,מועצה אזורית יואב,2013,4,3.0
כפר ויתקין,מועצה אזורית עמק חפר,2012,1,5.0
כפר ויתקין,מועצה אזורית עמק חפר,2012,2,2.0
כפר ויתקין,מועצה אזורית עמק חפר,2012,3,7.0
כפר ויתקין,מועצה אזורית עמק חפר,2012,4,1.0
כפר ויתקין,מועצה אזורית עמק חפר,2013,1,4.0
כפר ויתקין,מועצה אזורית עמק חפר,2013,3,3.0
כפר ויתקין,מועצה אזורית עמק חפר,2014,1,1.0
כפר ויתקין,מועצה אזורית עמק חפר,2014,2,2.0
כפר ויתקין,מועצה אזורית עמק חפר,2015,2,1.0
כפר ויתקין,מועצה אזורית עמק חפר,2016,1,1.0
כפר ויתקין,מועצה אזורית עמק חפר,2016,2,2.0
כפר ויתקין,מועצה אזורית עמק חפר,2016,3,16.0
כפר ויתקין,מועצה אזורית עמק חפר,2016,4,2.0
כפר ויתקין,מועצה אזורית עמק חפר,2017,1,1.0
כפר ורבורג,מועצה אזורית באר טוביה,2012,1,1.0
כפר ורבורג,מועצה אזורית באר טוביה,2012,4,2.0
כפר ורבורג,מועצה אזורית באר טוביה,2013,2,2.0
כפר ורבורג,מועצה אזורית באר טוביה,2013,3,4.0
כפר ורבורג,מועצה אזורית באר טוביה,2013,4,2.0
כפר ורבורג,מועצה אזורית באר טוביה,2014,1,3.0
כפר ורבורג,מועצה אזורית באר טוביה,2014,3,1.0
כפר ורבורג,מועצה אזורית באר טוביה,2014,4,1.0
כפר ורבורג,מועצה אזורית באר טוביה,2015,3,2.0
כפר ורבורג,מועצה אזורית באר טוביה,2016,2,2.0
כפר ורבורג,מועצה אזורית באר טוביה,2016,3,4.0
כפר ורבורג,מועצה אזורית באר טוביה,2017,1,2.0
כפר ורבורג,מועצה אזורית באר טוביה,2017,2,1.0
כפר ורדים,מועצה מקומית,2012,1,16.0
כפר ורדים,מועצה מקומית,2012,2,35.0
כפר ורדים,מועצה מקומית,2012,3,28.0
כפר ורדים,מועצה מקומית,2012,4,17.0
כפר ורדים,מועצה מקומית,2013,1,43.0
כפר ורדים,מועצה מקומית,2013,2,47.0
כפר ורדים,מועצה מקומית,2013,3,32.0
כפר ורדים,מועצה מקומית,2013,4,34.0
כפר ורדים,מועצה מקומית,2014,1,81.0
כפר ורדים,מועצה מקומית,2014,2,41.0
כפר ורדים,מועצה מקומית,2014,3,35.0
כפר ורדים,מועצה מקומית,2014,4,57.0
כפר ורדים,מועצה מקומית,2015,1,80.0
כפר ורדים,מועצה מקומית,2015,2,71.0
כפר ורדים,מועצה מקומית,2015,3,58.0
כפר ורדים,מועצה מקומית,2015,4,46.0
כפר ורדים,מועצה מקומית,2016,1,102.0
כפר ורדים,מועצה מקומית,2016,2,79.0
כפר ורדים,מועצה מקומית,2016,3,112.0
כפר ורדים,מועצה מקומית,2016,4,76.0
כפר ורדים,מועצה מקומית,2017,1,59.0
כפר ורדים,מועצה מקומית,2017,2,23.0
כפר זיבאד,,2012,3,1.0
כפר זיתים,מועצה אזורית הגליל התחתון,2012,2,1.0
כפר זיתים,מועצה אזורית הגליל התחתון,2014,4,1.0
כפר זיתים,מועצה אזורית הגליל התחתון,2015,2,2.0
כפר חב''ד,מועצה אזורית עמק לוד,2012,1,11.0
כפר חב''ד,מועצה אזורית עמק לוד,2012,2,1.0
כפר חב''ד,מועצה אזורית עמק לוד,2012,3,1.0
כפר חב''ד,מועצה אזורית עמק לוד,2013,3,1.0
כפר חב''ד,מועצה אזורית עמק לוד,2013,4,1.0
כפר חב''ד,מועצה אזורית עמק לוד,2014,4,1.0
כפר חב''ד,מועצה אזורית עמק לוד,2015,3,7.0
כפר חב''ד,מועצה אזורית עמק לוד,2016,1,1.0
כפר חב''ד,מועצה אזורית עמק לוד,2016,3,2.0
כפר חב''ד,מועצה אזורית עמק לוד,2017,1,13.0
כפר חב''ד,מועצה אזורית עמק לוד,2017,2,6.0
כפר חיטים,מועצה אזורית הגליל התחתון,2013,2,1.0
כפר חיטים,מועצה אזורית הגליל התחתון,2014,1,1.0
כפר חיים,מועצה אזורית עמק חפר,2016,2,4.0
כפר חנניה,מועצה אזורית מרום הגליל,2015,3,3.0
כפר חנניה,מועצה אזורית מרום הגליל,2015,4,8.0
כפר חנניה,מועצה אזורית מרום הגליל,2016,1,1.0
כפר חסידים א',מועצה אזורית זבולון,2012,1,18.0
כפר חסידים א',מועצה אזורית זבולון,2012,2,1.0
כפר חסידים א',מועצה אזורית זבולון,2012,4,2.0
כפר חסידים א',מועצה אזורית זבולון,2013,1,11.0
כפר חסידים א',מועצה אזורית זבולון,2013,2,8.0
כפר חסידים א',מועצה אזורית זבולון,2013,3,13.0
כפר חסידים א',מועצה אזורית זבולון,2013,4,8.0
כפר חסידים א',מועצה אזורית זבולון,2014,1,7.0
כפר חסידים א',מועצה אזורית זבולון,2014,2,12.0
כפר חסידים א',מועצה אזורית זבולון,2014,3,14.0
כפר חסידים א',מועצה אזורית זבולון,2014,4,1.0
כפר חסידים א',מועצה אזורית זבולון,2015,1,5.0
כפר חסידים א',מועצה אזורית זבולון,2015,2,3.0
כפר חסידים א',מועצה אזורית זבולון,2015,3,3.0
כפר חסידים א',מועצה אזורית זבולון,2015,4,1.0
כפר חסידים א',מועצה אזורית זבולון,2016,2,4.0
כפר חסידים א',מועצה אזורית זבולון,2016,3,5.0
כפר חסידים א',מועצה אזורית זבולון,2016,4,1.0
כפר חסידים א',מועצה אזורית זבולון,2017,2,3.0
כפר טרומן,מועצה אזורית חבל מודיעין,2012,1,2.0
כפר טרומן,מועצה אזורית חבל מודיעין,2012,2,1.0
כפר טרומן,מועצה אזורית חבל מודיעין,2012,3,1.0
כפר טרומן,מועצה אזורית חבל מודיעין,2013,3,6.0
כפר טרומן,מועצה אזורית חבל מודיעין,2014,1,2.0
כפר טרומן,מועצה אזורית חבל מודיעין,2014,3,1.0
כפר טרומן,מועצה אזורית חבל מודיעין,2014,4,3.0
כפר טרומן,מועצה אזורית חבל מודיעין,2015,1,3.0
כפר טרומן,מועצה אזורית חבל מודיעין,2015,2,3.0
כפר טרומן,מועצה אזורית חבל מודיעין,2015,3,3.0
כפר טרומן,מועצה אזורית חבל מודיעין,2015,4,4.0
כפר טרומן,מועצה אזורית חבל מודיעין,2016,1,3.0
כפר טרומן,מועצה אזורית חבל מודיעין,2016,2,3.0
כפר טרומן,מועצה אזורית חבל מודיעין,2016,3,1.0
כפר טרומן,מועצה אזורית חבל מודיעין,2016,4,2.0
כפר טרומן,מועצה אזורית חבל מודיעין,2017,2,2.0
כפר יאסיף,מועצה מקומית,2012,1,22.0
כפר יאסיף,מועצה מקומית,2012,2,42.0
כפר יאסיף,מועצה מקומית,2012,3,60.0
כפר יאסיף,מועצה מקומית,2012,4,49.0
כפר יאסיף,מועצה מקומית,2013,1,219.0
כפר יאסיף,מועצה מקומית,2013,2,186.0
כפר יאסיף,מועצה מקומית,2013,3,93.0
כפר יאסיף,מועצה מקומית,2013,4,21.0
כפר יאסיף,מועצה מקומית,2014,1,169.0
כפר יאסיף,מועצה מקומית,2014,2,162.0
כפר יאסיף,מועצה מקומית,2014,3,51.0
כפר יאסיף,מועצה מקומית,2014,4,18.0
כפר יאסיף,מועצה מקומית,2015,1,90.0
כפר יאסיף,מועצה מקומית,2015,2,76.0
כפר יאסיף,מועצה מקומית,2015,3,70.0
כפר יאסיף,מועצה מקומית,2015,4,48.0
כפר יאסיף,מועצה מקומית,2016,1,114.0
כפר יאסיף,מועצה מקומית,2016,2,60.0
כפר יאסיף,מועצה מקומית,2016,3,99.0
כפר יאסיף,מועצה מקומית,2016,4,74.0
כפר יאסיף,מועצה מקומית,2017,1,108.0
כפר יאסיף,מועצה מקומית,2017,2,55.0
כפר ידידיה,מועצה אזורית עמק חפר,2014,1,2.0
כפר ידידיה,מועצה אזורית עמק חפר,2014,2,2.0
כפר ידידיה,מועצה אזורית עמק חפר,2015,4,2.0
כפר ידידיה,מועצה אזורית עמק חפר,2016,2,5.0
כפר ידידיה,מועצה אזורית עמק חפר,2017,1,1.0
כפר ידידיה,מועצה אזורית עמק חפר,2017,2,1.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2012,1,1.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2012,2,3.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2013,1,2.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2013,2,2.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2013,3,1.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2013,4,2.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2014,1,7.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2014,2,6.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2014,3,6.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2014,4,5.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2015,4,2.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2016,1,3.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2016,2,1.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2016,3,2.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2017,1,5.0
כפר יהושע,מועצה אזורית עמק יזרעאל,2017,2,1.0
כפר יונה,עירייה,2012,1,32.0
כפר יונה,עירייה,2012,2,26.0
כפר יונה,עירייה,2012,3,41.0
כפר יונה,עירייה,2012,4,31.0
כפר יונה,עירייה,2013,1,111.0
כפר יונה,עירייה,2013,2,123.0
כפר יונה,עירייה,2013,3,97.0
כפר יונה,עירייה,2013,4,135.0
כפר יונה,עירייה,2014,1,78.0
כפר יונה,עירייה,2014,2,60.0
כפר יונה,עירייה,2014,3,53.0
כפר יונה,עירייה,2014,4,123.0
כפר יונה,עירייה,2015,1,107.0
כפר יונה,עירייה,2015,2,118.0
כפר יונה,עירייה,2015,3,58.0
כפר יונה,עירייה,2015,4,50.0
כפר יונה,עירייה,2016,1,77.0
כפר יונה,עירייה,2016,2,77.0
כפר יונה,עירייה,2016,3,99.0
כפר יונה,עירייה,2016,4,37.0
כפר יונה,עירייה,2017,1,75.0
כפר יונה,עירייה,2017,2,47.0
כפר יעבץ,מועצה אזורית לב השרון,2012,1,2.0
כפר יעבץ,מועצה אזורית לב השרון,2013,1,1.0
כפר יעבץ,מועצה אזורית לב השרון,2014,4,1.0
כפר כמא,מועצה מקומית,2012,3,2.0
כפר כמא,מועצה מקומית,2013,1,2.0
כפר כמא,מועצה מקומית,2014,1,1.0
כפר כמא,מועצה מקומית,2014,2,1.0
כפר כמא,מועצה מקומית,2014,4,1.0
כפר כמא,מועצה מקומית,2015,1,3.0
כפר כמא,מועצה מקומית,2015,2,2.0
כפר כמא,מועצה מקומית,2015,3,1.0
כפר כמא,מועצה מקומית,2016,3,2.0
כפר כנא,מועצה מקומית,2012,1,12.0
כפר כנא,מועצה מקומית,2012,2,11.0
כפר כנא,מועצה מקומית,2012,3,206.0
כפר כנא,מועצה מקומית,2012,4,228.0
כפר כנא,מועצה מקומית,2013,1,349.0
כפר כנא,מועצה מקומית,2013,2,86.0
כפר כנא,מועצה מקומית,2013,3,192.0
כפר כנא,מועצה מקומית,2013,4,129.0
כפר כנא,מועצה מקומית,2014,1,286.0
כפר כנא,מועצה מקומית,2014,2,156.0
כפר כנא,מועצה מקומית,2014,3,136.0
כפר כנא,מועצה מקומית,2014,4,89.0
כפר כנא,מועצה מקומית,2015,1,259.0
כפר כנא,מועצה מקומית,2015,2,159.0
כפר כנא,מועצה מקומית,2015,3,102.0
כפר כנא,מועצה מקומית,2015,4,209.0
כפר כנא,מועצה מקומית,2016,1,260.0
כפר כנא,מועצה מקומית,2016,2,262.0
כפר כנא,מועצה מקומית,2016,3,98.0
כפר כנא,מועצה מקומית,2016,4,121.0
כפר כנא,מועצה מקומית,2017,1,335.0
כפר כנא,מועצה מקומית,2017,2,161.0
כפר מימון,מועצה אזורית שדות נגב,2014,2,2.0
כפר מיסר,מועצה אזורית בוסתן-אל-מרג',2014,1,1.0
כפר מיסר,מועצה אזורית בוסתן-אל-מרג',2014,4,3.0
כפר מיסר,מועצה אזורית בוסתן-אל-מרג',2015,4,1.0
כפר מיסר,מועצה אזורית בוסתן-אל-מרג',2016,1,9.0
כפר מיסר,מועצה אזורית בוסתן-אל-מרג',2016,2,8.0
כפר מיסר,מועצה אזורית בוסתן-אל-מרג',2016,3,2.0
כפר מל''ל,מועצה אזורית דרום השרון,2012,2,3.0
כפר מל''ל,מועצה אזורית דרום השרון,2012,3,9.0
כפר מל''ל,מועצה אזורית דרום השרון,2012,4,12.0
כפר מל''ל,מועצה אזורית דרום השרון,2013,1,7.0
כפר מל''ל,מועצה אזורית דרום השרון,2013,2,5.0
כפר מל''ל,מועצה אזורית דרום השרון,2013,3,1.0
כפר מל''ל,מועצה אזורית דרום השרון,2013,4,2.0
כפר מל''ל,מועצה אזורית דרום השרון,2014,1,1.0
כפר מל''ל,מועצה אזורית דרום השרון,2014,3,6.0
כפר מל''ל,מועצה אזורית דרום השרון,2014,4,1.0
כפר מל''ל,מועצה אזורית דרום השרון,2015,1,4.0
כפר מל''ל,מועצה אזורית דרום השרון,2015,3,2.0
כפר מל''ל,מועצה אזורית דרום השרון,2015,4,1.0
כפר מל''ל,מועצה אזורית דרום השרון,2016,1,2.0
כפר מל''ל,מועצה אזורית דרום השרון,2016,2,3.0
כפר מל''ל,מועצה אזורית דרום השרון,2016,3,31.0
כפר מל''ל,מועצה אזורית דרום השרון,2016,4,3.0
כפר מל''ל,מועצה אזורית דרום השרון,2017,1,7.0
כפר מנדא,מועצה מקומית,2012,1,16.0
כפר מנדא,מועצה מקומית,2012,2,16.0
כפר מנדא,מועצה מקומית,2012,3,9.0
כפר מנדא,מועצה מקומית,2012,4,10.0
כפר מנדא,מועצה מקומית,2013,1,72.0
כפר מנדא,מועצה מקומית,2013,2,14.0
כפר מנדא,מועצה מקומית,2013,3,9.0
כפר מנדא,מועצה מקומית,2013,4,4.0
כפר מנדא,מועצה מקומית,2014,1,61.0
כפר מנדא,מועצה מקומית,2014,2,26.0
כפר מנדא,מועצה מקומית,2014,3,32.0
כפר מנדא,מועצה מקומית,2014,4,23.0
כפר מנדא,מועצה מקומית,2015,1,43.0
כפר מנדא,מועצה מקומית,2015,2,63.0
כפר מנדא,מועצה מקומית,2015,3,76.0
כפר מנדא,מועצה מקומית,2015,4,12.0
כפר מנדא,מועצה מקומית,2016,1,115.0
כפר מנדא,מועצה מקומית,2016,2,150.0
כפר מנדא,מועצה מקומית,2016,3,96.0
כפר מנדא,מועצה מקומית,2016,4,258.0
כפר מנדא,מועצה מקומית,2017,1,210.0
כפר מנדא,מועצה מקומית,2017,2,141.0
כפר מנחם,מועצה אזורית יואב,2013,1,2.0
כפר מנחם,מועצה אזורית יואב,2013,4,4.0
כפר מנחם,מועצה אזורית יואב,2014,1,2.0
כפר מנחם,מועצה אזורית יואב,2014,3,4.0
כפר מנחם,מועצה אזורית יואב,2014,4,6.0
כפר מנחם,מועצה אזורית יואב,2015,1,5.0
כפר מנחם,מועצה אזורית יואב,2015,2,1.0
כפר מנחם,מועצה אזורית יואב,2015,4,3.0
כפר מנחם,מועצה אזורית יואב,2016,1,2.0
כפר מנחם,מועצה אזורית יואב,2016,4,1.0
כפר מנחם,מועצה אזורית יואב,2017,1,1.0
כפר מנחם,מועצה אזורית יואב,2017,2,1.0
כפר מסריק,מועצה אזורית מטה אשר,2012,4,3.0
כפר מסריק,מועצה אזורית מטה אשר,2013,2,8.0
כפר מסריק,מועצה אזורית מטה אשר,2013,3,3.0
כפר מסריק,מועצה אזורית מטה אשר,2014,1,20.0
כפר מסריק,מועצה אזורית מטה אשר,2014,2,45.0
כפר מסריק,מועצה אזורית מטה אשר,2014,3,28.0
כפר מסריק,מועצה אזורית מטה אשר,2015,1,5.0
כפר מסריק,מועצה אזורית מטה אשר,2015,2,8.0
כפר מסריק,מועצה אזורית מטה אשר,2015,3,1.0
כפר מסריק,מועצה אזורית מטה אשר,2016,1,1.0
כפר מסריק,מועצה אזורית מטה אשר,2017,1,1.0
כפר מרדכי,מועצה אזורית גדרות,2015,3,1.0
כפר נטר,מועצה אזורית חוף השרון,2012,2,2.0
כפר נטר,מועצה אזורית חוף השרון,2012,3,9.0
כפר נטר,מועצה אזורית חוף השרון,2012,4,2.0
כפר נטר,מועצה אזורית חוף השרון,2013,1,32.0
כפר נטר,מועצה אזורית חוף השרון,2013,2,104.0
כפר נטר,מועצה אזורית חוף השרון,2013,3,15.0
כפר נטר,מועצה אזורית חוף השרון,2013,4,18.0
כפר נטר,מועצה אזורית חוף השרון,2014,1,7.0
כפר נטר,מועצה אזורית חוף השרון,2014,2,1.0
כפר נטר,מועצה אזורית חוף השרון,2014,3,2.0
כפר נטר,מועצה אזורית חוף השרון,2014,4,5.0
כפר נטר,מועצה אזורית חוף השרון,2015,1,6.0
כפר נטר,מועצה אזורית חוף השרון,2015,2,12.0
כפר נטר,מועצה אזורית חוף השרון,2015,3,6.0
כפר נטר,מועצה אזורית חוף השרון,2015,4,7.0
כפר נטר,מועצה אזורית חוף השרון,2016,1,5.0
כפר נטר,מועצה אזורית חוף השרון,2016,2,35.0
כפר נטר,מועצה אזורית חוף השרון,2016,3,17.0
כפר נטר,מועצה אזורית חוף השרון,2016,4,21.0
כפר נטר,מועצה אזורית חוף השרון,2017,1,8.0
