place_name,place_type,year,quarter,value
קרית ארבע,מועצה מקומית,2015,3,34.0
קרית ארבע,מועצה מקומית,2015,4,64.0
קרית ארבע,מועצה מקומית,2016,1,25.0
קרית ארבע,מועצה מקומית,2016,2,16.0
קרית ארבע,מועצה מקומית,2016,3,15.0
קרית ארבע,מועצה מקומית,2016,4,29.0
קרית ארבע,מועצה מקומית,2017,1,24.0
קרית ארבע,מועצה מקומית,2017,2,11.0
קרית אתא,עירייה,2012,1,625.0
קרית אתא,עירייה,2012,2,558.0
קרית אתא,עירייה,2012,3,656.0
קרית אתא,עירייה,2012,4,829.0
קרית אתא,עירייה,2013,1,1045.0
קרית אתא,עירייה,2013,2,985.0
קרית אתא,עירייה,2013,3,829.0
קרית אתא,עירייה,2013,4,1119.0
קרית אתא,עירייה,2014,1,1030.0
קרית אתא,עירייה,2014,2,511.0
קרית אתא,עירייה,2014,3,527.0
קרית אתא,עירייה,2014,4,514.0
קרית אתא,עירייה,2015,1,790.0
קרית אתא,עירייה,2015,2,929.0
קרית אתא,עירייה,2015,3,660.0
קרית אתא,עירייה,2015,4,709.0
קרית אתא,עירייה,2016,1,1020.0
קרית אתא,עירייה,2016,2,283.0
קרית אתא,עירייה,2016,3,469.0
קרית אתא,עירייה,2016,4,454.0
קרית אתא,עירייה,2017,1,489.0
קרית אתא,עירייה,2017,2,178.0
קרית ביאליק,עירייה,2012,1,465.0
קרית ביאליק,עירייה,2012,2,433.0
קרית ביאליק,עירייה,2012,3,562.0
קרית ביאליק,עירייה,2012,4,378.0
קרית ביאליק,עירייה,2013,1,705.0
קרית ביאליק,עירייה,2013,2,392.0
קרית ביאליק,עירייה,2013,3,408.0
קרית ביאליק,עירייה,2013,4,398.0
קרית ביאליק,עירייה,2014,1,531.0
קרית ביאליק,עירייה,2014,2,204.0
קרית ביאליק,עירייה,2014,3,331.0
קרית ביאליק,עירייה,2014,4,305.0
קרית ביאליק,עירייה,2015,1,460.0
קרית ביאליק,עירייה,2015,2,283.0
קרית ביאליק,עירייה,2015,3,289.0
קרית ביאליק,עירייה,2015,4,307.0
קרית ביאליק,עירייה,2016,1,632.0
קרית ביאליק,עירייה,2016,2,305.0
קרית ביאליק,עירייה,2016,3,287.0
קרית ביאליק,עירייה,2016,4,310.0
קרית ביאליק,עירייה,2017,1,366.0
קרית ביאליק,עירייה,2017,2,112.0
קרית גת,עירייה,2012,1,288.0
קרית גת,עירייה,2012,2,179.0
קרית גת,עירייה,2012,3,283.0
קרית גת,עירייה,2012,4,235.0
קרית גת,עירייה,2013,1,340.0
קרית גת,עירייה,2013,2,374.0
קרית גת,עירייה,2013,3,318.0
קרית גת,עירייה,2013,4,413.0
קרית גת,עירייה,2014,1,638.0
קרית גת,עירייה,2014,2,663.0
קרית גת,עירייה,2014,3,544.0
קרית גת,עירייה,2014,4,488.0
קרית גת,עירייה,2015,1,485.0
קרית גת,עירייה,2015,2,553.0
קרית גת,עירייה,2015,3,501.0
קרית גת,עירייה,2015,4,151.0
קרית גת,עירייה,2016,1,835.0
קרית גת,עירייה,2016,2,298.0
קרית גת,עירייה,2016,3,801.0
קרית גת,עירייה,2016,4,313.0
קרית גת,עירייה,2017,1,842.0
קרית גת,עירייה,2017,2,235.0
קרית טבעון,מועצה מקומית,2012,1,43.0
קרית טבעון,מועצה מקומית,2012,2,11.0
קרית טבעון,מועצה מקומית,2012,3,24.0
קרית טבעון,מועצה מקומית,2012,4,36.0
קרית טבעון,מועצה מקומית,2013,1,40.0
קרית טבעון,מועצה מקומית,2013,2,44.0
קרית טבעון,מועצה מקומית,2013,3,34.0
קרית טבעון,מועצה מקומית,2013,4,35.0
קרית טבעון,מועצה מקומית,2014,1,44.0
קרית טבעון,מועצה מקומית,2014,2,50.0
קרית טבעון,מועצה מקומית,2014,3,42.0
קרית טבעון,מועצה מקומית,2014,4,19.0
קרית טבעון,מועצה מקומית,2015,1,60.0
קרית טבעון,מועצה מקומית,2015,2,55.0
קרית טבעון,מועצה מקומית,2015,3,78.0
קרית טבעון,מועצה מקומית,2015,4,22.0
קרית טבעון,מועצה מקומית,2016,1,30.0
קרית טבעון,מועצה מקומית,2016,2,20.0
קרית טבעון,מועצה מקומית,2016,3,45.0
קרית טבעון,מועצה מקומית,2016,4,53.0
קרית טבעון,מועצה מקומית,2017,1,98.0
קרית טבעון,מועצה מקומית,2017,2,32.0
קרית ים,עירייה,2012,1,195.0
קרית ים,עירייה,2012,2,201.0
קרית ים,עירייה,2012,3,169.0
קרית ים,עירייה,2012,4,174.0
קרית ים,עירייה,2013,1,247.0
קרית ים,עירייה,2013,2,223.0
קרית ים,עירייה,2013,3,310.0
קרית ים,עירייה,2013,4,153.0
קרית ים,עירייה,2014,1,218.0
קרית ים,עירייה,2014,2,133.0
קרית ים,עירייה,2014,3,166.0
קרית ים,עירייה,2014,4,64.0
קרית ים,עירייה,2015,1,152.0
קרית ים,עירייה,2015,2,124.0
קרית ים,עירייה,2015,3,218.0
קרית ים,עירייה,2015,4,72.0
קרית ים,עירייה,2016,1,172.0
קרית ים,עירייה,2016,2,191.0
קרית ים,עירייה,2016,3,288.0
קרית ים,עירייה,2016,4,244.0
קרית ים,עירייה,2017,1,546.0
קרית ים,עירייה,2017,2,211.0
קרית יערים,מועצה מקומית,2012,3,2.0
קרית יערים,מועצה מקומית,2012,4,2.0
קרית יערים,מועצה מקומית,2013,1,1.0
קרית יערים,מועצה מקומית,2013,4,2.0
קרית יערים,מועצה מקומית,2014,1,1.0
קרית יערים,מועצה מקומית,2014,2,22.0
קרית יערים,מועצה מקומית,2014,3,18.0
קרית יערים,מועצה מקומית,2014,4,15.0
קרית יערים,מועצה מקומית,2015,1,3.0
קרית יערים,מועצה מקומית,2015,2,12.0
קרית יערים,מועצה מקומית,2015,3,8.0
קרית יערים,מועצה מקומית,2015,4,22.0
קרית יערים,מועצה מקומית,2016,1,1.0
קרית יערים,מועצה מקומית,2016,2,5.0
קרית יערים,מועצה מקומית,2016,3,4.0
קרית יערים,מועצה מקומית,2016,4,3.0
קרית יערים,מועצה מקומית,2017,1,7.0
קרית יערים,מועצה מקומית,2017,2,3.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2012,1,1.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2012,2,3.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2012,3,15.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2012,4,10.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2013,1,2.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2013,2,2.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2013,4,1.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2014,1,1.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2014,2,5.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2014,3,1.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2014,4,4.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2015,1,3.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2015,2,1.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2015,3,2.0
קרית יערים מוסד,מועצה אזורית מטה יהודה,2015,4,1.0
קרית מוצקין,עירייה,2012,1,880.0
קרית מוצקין,עירייה,2012,2,743.0
קרית מוצקין,עירייה,2012,3,566.0
קרית מוצקין,עירייה,2012,4,476.0
קרית מוצקין,עירייה,2013,1,520.0
קרית מוצקין,עירייה,2013,2,364.0
קרית מוצקין,עירייה,2013,3,300.0
קרית מוצקין,עירייה,2013,4,450.0
קרית מוצקין,עירייה,2014,1,629.0
קרית מוצקין,עירייה,2014,2,229.0
קרית מוצקין,עירייה,2014,3,250.0
קרית מוצקין,עירייה,2014,4,279.0
קרית מוצקין,עירייה,2015,1,241.0
קרית מוצקין,עירייה,2015,2,180.0
קרית מוצקין,עירייה,2015,3,199.0
קרית מוצקין,עירייה,2015,4,205.0
קרית מוצקין,עירייה,2016,1,221.0
קרית מוצקין,עירייה,2016,2,322.0
קרית מוצקין,עירייה,2016,3,352.0
קרית מוצקין,עירייה,2016,4,356.0
קרית מוצקין,עירייה,2017,1,414.0
קרית מוצקין,עירייה,2017,2,193.0
קרית מלאכי,עירייה,2012,1,402.0
קרית מלאכי,עירייה,2012,2,288.0
קרית מלאכי,עירייה,2012,3,417.0
קרית מלאכי,עירייה,2012,4,393.0
קרית מלאכי,עירייה,2013,1,376.0
קרית מלאכי,עירייה,2013,2,629.0
קרית מלאכי,עירייה,2013,3,990.0
קרית מלאכי,עירייה,2013,4,782.0
קרית מלאכי,עירייה,2014,1,808.0
קרית מלאכי,עירייה,2014,2,382.0
קרית מלאכי,עירייה,2014,3,164.0
קרית מלאכי,עירייה,2014,4,394.0
קרית מלאכי,עירייה,2015,1,430.0
קרית מלאכי,עירייה,2015,2,316.0
קרית מלאכי,עירייה,2015,3,432.0
קרית מלאכי,עירייה,2015,4,270.0
קרית מלאכי,עירייה,2016,1,443.0
קרית מלאכי,עירייה,2016,2,481.0
קרית מלאכי,עירייה,2016,3,454.0
קרית מלאכי,עירייה,2016,4,428.0
קרית מלאכי,עירייה,2017,1,648.0
קרית מלאכי,עירייה,2017,2,183.0
קרית נטפים,מועצה אזורית שומרון,2012,1,1.0
קרית נטפים,מועצה אזורית שומרון,2013,3,1.0
קרית נטפים,מועצה אזורית שומרון,2013,4,1.0
קרית ענבים,מועצה אזורית מטה יהודה,2012,3,3.0
קרית ענבים,מועצה אזורית מטה יהודה,2012,4,12.0
קרית ענבים,מועצה אזורית מטה יהודה,2013,1,1.0
קרית ענבים,מועצה אזורית מטה יהודה,2013,2,2.0
קרית ענבים,מועצה אזורית מטה יהודה,2013,3,2.0
קרית ענבים,מועצה אזורית מטה יהודה,2013,4,3.0
קרית ענבים,מועצה אזורית מטה יהודה,2014,1,17.0
קרית ענבים,מועצה אזורית מטה יהודה,2014,2,7.0
קרית ענבים,מועצה אזורית מטה יהודה,2014,3,18.0
קרית ענבים,מועצה אזורית מטה יהודה,2014,4,17.0
קרית ענבים,מועצה אזורית מטה יהודה,2015,1,3.0
קרית ענבים,מועצה אזורית מטה יהודה,2015,2,21.0
קרית ענבים,מועצה אזורית מטה יהודה,2015,3,18.0
קרית ענבים,מועצה אזורית מטה יהודה,2015,4,5.0
קרית ענבים,מועצה אזורית מטה יהודה,2016,1,1.0
קרית ענבים,מועצה אזורית מטה יהודה,2016,4,6.0
קרית ענבים,מועצה אזורית מטה יהודה,2017,1,12.0
קרית ענבים,מועצה אזורית מטה יהודה,2017,2,6.0
קרית עקרון,מועצה מקומית,2012,1,47.0
קרית עקרון,מועצה מקומית,2012,2,48.0
קרית עקרון,מועצה מקומית,2012,3,28.0
קרית עקרון,מועצה מקומית,2012,4,27.0
קרית עקרון,מועצה מקומית,2013,1,36.0
קרית עקרון,מועצה מקומית,2013,2,30.0
קרית עקרון,מועצה מקומית,2013,3,26.0
קרית עקרון,מועצה מקומית,2013,4,28.0
קרית עקרון,מועצה מקומית,2014,1,15.0
קרית עקרון,מועצה מקומית,2014,2,41.0
קרית עקרון,מועצה מקומית,2014,3,82.0
קרית עקרון,מועצה מקומית,2014,4,28.0
קרית עקרון,מועצה מקומית,2015,1,73.0
קרית עקרון,מועצה מקומית,2015,2,37.0
קרית עקרון,מועצה מקומית,2015,3,85.0
קרית עקרון,מועצה מקומית,2015,4,156.0
קרית עקרון,מועצה מקומית,2016,1,138.0
קרית עקרון,מועצה מקומית,2016,2,74.0
קרית עקרון,מועצה מקומית,2016,3,134.0
קרית עקרון,מועצה מקומית,2016,4,91.0
קרית עקרון,מועצה מקומית,2017,1,119.0
קרית עקרון,מועצה מקומית,2017,2,86.0
קרית שד.התעופ,,2013,2,1.0
קרית שד.התעופ,,2014,1,1.0
קרית שד.התעופ,,2014,3,1.0
קרית שד.התעופ,,2014,4,2.0
קרית שד.התעופ,,2015,1,12.0
קרית שד.התעופ,,2015,2,24.0
קרית שדה התעופה,מקום,2012,2,2.0
קרית שדה התעופה,מקום,2012,3,15.0
קרית שדה התעופה,מקום,2013,1,27.0
קרית שדה התעופה,מקום,2013,2,20.0
קרית שדה התעופה,מקום,2013,3,4.0
קרית שדה התעופה,מקום,2013,4,3.0
קרית שדה התעופה,מקום,2014,1,2.0
קרית שדה התעופה,מקום,2014,4,4.0
קרית שדה התעופה,מקום,2015,1,22.0
קרית שמונה,עירייה,2012,1,412.0
קרית שמונה,עירייה,2012,2,200.0
קרית שמונה,עירייה,2012,3,192.0
קרית שמונה,עירייה,2012,4,144.0
קרית שמונה,עירייה,2013,1,359.0
קרית שמונה,עירייה,2013,2,254.0
קרית שמונה,עירייה,2013,3,224.0
קרית שמונה,עירייה,2013,4,207.0
קרית שמונה,עירייה,2014,1,426.0
קרית שמונה,עירייה,2014,2,209.0
קרית שמונה,עירייה,2014,3,202.0
קרית שמונה,עירייה,2014,4,126.0
קרית שמונה,עירייה,2015,1,324.0
קרית שמונה,עירייה,2015,2,239.0
קרית שמונה,עירייה,2015,3,145.0
קרית שמונה,עירייה,2015,4,235.0
קרית שמונה,עירייה,2016,1,335.0
קרית שמונה,עירייה,2016,2,332.0
קרית שמונה,עירייה,2016,3,380.0
קרית שמונה,עירייה,2016,4,393.0
קרית שמונה,עירייה,2017,1,1125.0
קרית שמונה,עירייה,2017,2,222.0
קרני שומרון,מועצה מקומית,2012,1,7.0
קרני שומרון,מועצה מקומית,2012,2,5.0
קרני שומרון,מועצה מקומית,2012,3,4.0
קרני שומרון,מועצה מקומית,2012,4,3.0
קרני שומרון,מועצה מקומית,2013,1,1.0
קרני שומרון,מועצה מקומית,2013,2,1.0
קרני שומרון,מועצה מקומית,2013,3,11.0
קרני שומרון,מועצה מקומית,2013,4,7.0
קרני שומרון,מועצה מקומית,2014,1,9.0
קרני שומרון,מועצה מקומית,2014,2,2.0
קרני שומרון,מועצה מקומית,2014,3,6.0
קרני שומרון,מועצה מקומית,2014,4,1.0
קרני שומרון,מועצה מקומית,2015,1,33.0
קרני שומרון,מועצה מקומית,2015,2,20.0
קרני שומרון,מועצה מקומית,2015,3,4.0
קרני שומרון,מועצה מקומית,2015,4,3.0
קרני שומרון,מועצה מקומית,2016,1,17.0
קרני שומרון,מועצה מקומית,2016,2,7.0
קרני שומרון,מועצה מקומית,2016,3,9.0
קרני שומרון,מועצה מקומית,2016,4,2.0
קרני שומרון,מועצה מקומית,2017,1,6.0
קרני שומרון,מועצה מקומית,2017,2,4.0
קשת,מועצה אזורית גולן,2012,1,1.0
ראמה,מועצה מקומית,2012,1,41.0
ראמה,מועצה מקומית,2012,2,36.0
ראמה,מועצה מקומית,2012,3,9.0
ראמה,מועצה מקומית,2012,4,17.0
ראמה,מועצה מקומית,2013,1,14.0
ראמה,מועצה מקומית,2013,2,97.0
ראמה,מועצה מקומית,2013,3,130.0
ראמה,מועצה מקומית,2013,4,127.0
ראמה,מועצה מקומית,2014,1,14.0
ראמה,מועצה מקומית,2014,2,43.0
ראמה,מועצה מקומית,2014,3,36.0
ראמה,מועצה מקומית,2014,4,19.0
ראמה,מועצה מקומית,2015,1,60.0
ראמה,מועצה מקומית,2015,2,8.0
ראמה,מועצה מקומית,2015,3,13.0
ראמה,מועצה מקומית,2015,4,16.0
ראמה,מועצה מקומית,2016,1,51.0
ראמה,מועצה מקומית,2016,2,95.0
ראמה,מועצה מקומית,2016,3,42.0
ראמה,מועצה מקומית,2016,4,34.0
ראמה,מועצה מקומית,2017,1,61.0
ראמה,מועצה מקומית,2017,2,13.0
ראס אל עין,מועצה אזורית משגב,2012,1,1.0
ראס אל עין,מועצה אזורית משגב,2014,2,1.0
ראס אל עין,מועצה אזורית משגב,2015,3,2.0
ראס אל עין,מועצה אזורית משגב,2016,2,1.0
ראס עלי,מועצה אזורית זבולון,2013,3,1.0
ראס עלי,מועצה אזורית זבולון,2014,1,1.0
ראס עלי,מועצה אזורית זבולון,2015,4,1.0
ראס עלי,מועצה אזורית זבולון,2017,1,1.0
ראש העין,עירייה,2012,1,384.0
ראש העין,עירייה,2012,2,399.0
ראש העין,עירייה,2012,3,220.0
ראש העין,עירייה,2012,4,203.0
ראש העין,עירייה,2013,1,197.0
ראש העין,עירייה,2013,2,170.0
ראש העין,עירייה,2013,3,179.0
ראש העין,עירייה,2013,4,194.0
ראש העין,עירייה,2014,1,272.0
ראש העין,עירייה,2014,2,322.0
ראש העין,עירייה,2014,3,337.0
ראש העין,עירייה,2014,4,281.0
ראש העין,עירייה,2015,1,557.0
ראש העין,עירייה,2015,2,517.0
ראש העין,עירייה,2015,3,761.0
ראש העין,עירייה,2015,4,903.0
ראש העין,עירייה,2016,1,1158.0
ראש העין,עירייה,2016,2,744.0
ראש העין,עירייה,2016,3,832.0
ראש העין,עירייה,2016,4,485.0
ראש העין,עירייה,2017,1,770.0
ראש העין,עירייה,2017,2,324.0
ראש פינה,מועצה מקומית,2012,1,196.0
ראש פינה,מועצה מקומית,2012,2,358.0
ראש פינה,מועצה מקומית,2012,3,268.0
ראש פינה,מועצה מקומית,2012,4,103.0
ראש פינה,מועצה מקומית,2013,1,248.0
ראש פינה,מועצה מקומית,2013,2,150.0
ראש פינה,מועצה מקומית,2013,3,355.0
ראש פינה,מועצה מקומית,2013,4,305.0
ראש פינה,מועצה מקומית,2014,1,371.0
ראש פינה,מועצה מקומית,2014,2,276.0
ראש פינה,מועצה מקומית,2014,3,146.0
ראש פינה,מועצה מקומית,2014,4,62.0
ראש פינה,מועצה מקומית,2015,1,165.0
ראש פינה,מועצה מקומית,2015,2,190.0
ראש פינה,מועצה מקומית,2015,3,129.0
ראש פינה,מועצה מקומית,2015,4,129.0
ראש פינה,מועצה מקומית,2016,1,267.0
ראש פינה,מועצה מקומית,2016,2,142.0
ראש פינה,מועצה מקומית,2016,3,230.0
ראש פינה,מועצה מקומית,2016,4,136.0
ראש פינה,מועצה מקומית,2017,1,89.0
ראש פינה,מועצה מקומית,2017,2,71.0
ראשון לציון,עירייה,2012,1,2182.0
ראשון לציון,עירייה,2012,2,1602.0
ראשון לציון,עירייה,2012,3,1668.0
ראשון לציון,עירייה,2012,4,2632.0
ראשון לציון,עירייה,2013,1,2380.0
ראשון לציון,עירייה,2013,2,2450.0
ראשון לציון,עירייה,2013,3,2363.0
ראשון לציון,עירייה,2013,4,2219.0
ראשון לציון,עירייה,2014,1,2982.0
ראשון לציון,עירייה,2014,2,1578.0
ראשון לציון,עירייה,2014,3,1965.0
ראשון לציון,עירייה,2014,4,2297.0
ראשון לציון,עירייה,2015,1,2665.0
ראשון לציון,עירייה,2015,2,3595.0
ראשון לציון,עירייה,2015,3,2942.0
ראשון לציון,עירייה,2015,4,3396.0
ראשון לציון,עירייה,2016,1,3295.0
ראשון לציון,עירייה,2016,2,2823.0
ראשון לציון,עירייה,2016,3,2769.0
ראשון לציון,עירייה,2016,4,2756.0
ראשון לציון,עירייה,2017,1,8077.0
ראשון לציון,עירייה,2017,2,5303.0
רבבה,מועצה אזורית שומרון,2012,4,1.0
רבבה,מועצה אזורית שומרון,2014,1,1.0
רבבה,מועצה אזורית שומרון,2015,4,1.0
רבדים,מועצה אזורית יואב,2012,2,3.0
רבדים,מועצה אזורית יואב,2013,3,1.0
רביבים,מועצה אזורית רמת נגב,2015,3,2.0
רביבים,מועצה אזורית רמת נגב,2016,4,3.0
רביבים,מועצה אזורית רמת נגב,2017,1,1.0
רגבה,מועצה אזורית מטה אשר,2012,1,1.0
רגבה,מועצה אזורית מטה אשר,2012,2,3.0
רגבה,מועצה אזורית מטה אשר,2012,3,5.0
רגבה,מועצה אזורית מטה אשר,2012,4,4.0
רגבה,מועצה אזורית מטה אשר,2013,1,6.0
רגבה,מועצה אזורית מטה אשר,2013,2,6.0
רגבה,מועצה אזורית מטה אשר,2013,3,9.0
רגבה,מועצה אזורית מטה אשר,2013,4,11.0
רגבה,מועצה אזורית מטה אשר,2014,1,48.0
רגבה,מועצה אזורית מטה אשר,2014,2,10.0
רגבה,מועצה אזורית מטה אשר,2014,3,11.0
רגבה,מועצה אזורית מטה אשר,2014,4,3.0
רגבה,מועצה אזורית מטה אשר,2015,1,4.0
רגבה,מועצה אזורית מטה אשר,2015,2,7.0
רגבה,מועצה אזורית מטה אשר,2015,3,5.0
רגבה,מועצה אזורית מטה אשר,2015,4,6.0
רגבה,מועצה אזורית מטה אשר,2016,1,22.0
רגבה,מועצה אזורית מטה אשר,2016,2,24.0
רגבה,מועצה אזורית מטה אשר,2016,3,21.0
רגבה,מועצה אזורית מטה אשר,2016,4,11.0
רגבה,מועצה אזורית מטה אשר,2017,1,21.0
רגבה,מועצה אזורית מטה אשר,2017,2,19.0
רגבים,מועצה אזורית מנשה,2012,1,4.0
רגבים,מועצה אזורית מנשה,2012,2,14.0
רגבים,מועצה אזורית מנשה,2013,2,1.0
רגבים,מועצה אזורית מנשה,2014,2,1.0
רגבים,מועצה אזורית מנשה,2015,3,1.0
רגבים,מועצה אזורית מנשה,2016,1,18.0
רגבים,מועצה אזורית מנשה,2016,2,10.0
רגבים,מועצה אזורית מנשה,2016,3,1.0
רגבים,מועצה אזורית מנשה,2016,4,8.0
רגבים,מועצה אזורית מנשה,2017,1,4.0
רהט,עירייה,2012,1,209.0
רהט,עירייה,2012,2,206.0
רהט,עירייה,2012,3,355.0
רהט,עירייה,2012,4,371.0
רהט,עירייה,2013,1,618.0
רהט,עירייה,2013,2,608.0
רהט,עירייה,2013,3,422.0
רהט,עירייה,2013,4,500.0
רהט,עירייה,2014,1,426.0
רהט,עירייה,2014,2,444.0
רהט,עירייה,2014,3,224.0
רהט,עירייה,2014,4,196.0
רהט,עירייה,2015,1,138.0
רהט,עירייה,2015,2,484.0
רהט,עירייה,2015,3,246.0
רהט,עירייה,2015,4,186.0
רהט,עירייה,2016,1,423.0
רהט,עירייה,2016,2,549.0
רהט,עירייה,2016,3,625.0
רהט,עירייה,2016,4,538.0
רהט,עירייה,2017,1,679.0
רהט,עירייה,2017,2,336.0
רווחה,מועצה אזורית שפיר,2013,2,1.0
רווחה,מועצה אזורית שפיר,2013,4,1.0
רווחה,מועצה אזורית שפיר,2014,4,1.0
רווחה,מועצה אזורית שפיר,2015,1,3.0
רווחה,מועצה אזורית שפיר,2016,1,1.0
רווחה,מועצה אזורית שפיר,2016,3,3.0
רוויה,מועצה אזורית עמק המעיינות,2015,2,1.0
רוויה,מועצה אזורית עמק המעיינות,2017,1,3.0
רומאנה,מועצה אזורית אל-בטוף,2015,1,1.0
רומאנה,מועצה אזורית אל-בטוף,2015,3,1.0
רומאנה,מועצה אזורית אל-בטוף,2015,4,1.0
רומאנה,מועצה אזורית אל-בטוף,2016,1,1.0
רומאנה,מועצה אזורית אל-בטוף,2016,3,1.0
רומאנה,מועצה אזורית אל-בטוף,2016,4,2.0
רומאנה ממזרח לאום אל פחם,,2012,3,1.0
רומאנה ממזרח לאום אל פחם,,2015,3,1.0
רומאנה ממזרח לאום אל פחם,,2015,4,1.0
רומת היב,מועצה אזורית אל-בטוף,2012,1,1.0
רומת היב,מועצה אזורית אל-בטוף,2012,3,2.0
רומת היב,מועצה אזורית אל-בטוף,2013,1,1.0
רומת היב,מועצה אזורית אל-בטוף,2013,4,1.0
רומת היב,מועצה אזורית אל-בטוף,2014,1,3.0
רומת היב,מועצה אזורית אל-בטוף,2014,3,4.0
רומת היב,מועצה אזורית אל-בטוף,2014,4,8.0
רומת היב,מועצה אזורית אל-בטוף,2015,1,2.0
רומת היב,מועצה אזורית אל-בטוף,2015,2,5.0
רומת היב,מועצה אזורית אל-בטוף,2015,4,6.0
רומת היב,מועצה אזורית אל-בטוף,2016,1,23.0
רומת היב,מועצה אזורית אל-בטוף,2016,3,1.0
רומת היב,מועצה אזורית אל-בטוף,2017,2,2.0
רועי,מועצה אזורית ערבות הירדן,2016,4,1.0
רחוב,מועצה אזורית עמק המעיינות,2012,1,1.0
רחוב,מועצה אזורית עמק המעיינות,2014,2,1.0
רחוב,מועצה אזורית עמק המעיינות,2014,3,1.0
רחוב,מועצה אזורית עמק המעיינות,2015,1,1.0
רחוב,מועצה אזורית עמק המעיינות,2015,3,1.0
רחוב,מועצה אזורית עמק המעיינות,2015,4,2.0
רחוב,מועצה אזורית עמק המעיינות,2016,2,1.0
רחוב,מועצה אזורית עמק המעיינות,2017,1,1.0
רחובות,עירייה,2012,1,1378.0
רחובות,עירייה,2012,2,1425.0
רחובות,עירייה,2012,3,1736.0
רחובות,עירייה,2012,4,937.0
רחובות,עירייה,2013,1,1668.0
רחובות,עירייה,2013,2,1956.0
רחובות,עירייה,2013,3,1426.0
רחובות,עירייה,2013,4,1161.0
רחובות,עירייה,2014,1,1558.0
רחובות,עירייה,2014,2,1710.0
רחובות,עירייה,2014,3,1142.0
רחובות,עירייה,2014,4,1030.0
רחובות,עירייה,2015,1,1459.0
רחובות,עירייה,2015,2,753.0
רחובות,עירייה,2015,3,1123.0
רחובות,עירייה,2015,4,1613.0
רחובות,עירייה,2016,1,1794.0
רחובות,עירייה,2016,2,1523.0
רחובות,עירייה,2016,3,2075.0
רחובות,עירייה,2016,4,1352.0
רחובות,עירייה,2017,1,1712.0
רחובות,עירייה,2017,2,1004.0
רחלים,מועצה אזורית שומרון,2013,2,5.0
רחלים,מועצה אזורית שומרון,2016,1,2.0
רחלים,מועצה אזורית שומרון,2016,2,2.0
ריחאנייה,מועצה אזורית מרום הגליל,2012,1,2.0
ריחאנייה,מועצה אזורית מרום הגליל,2014,1,2.0
ריחאנייה,מועצה אזורית מרום הגליל,2014,2,1.0
ריחאנייה,מועצה אזורית מרום הגליל,2015,1,1.0
ריחאנייה,מועצה אזורית מרום הגליל,2015,2,1.0
ריחאנייה,מועצה אזורית מרום הגליל,2015,3,1.0
ריחן,מועצה אזורית שומרון,2014,2,1.0
ריחן,מועצה אזורית שומרון,2015,3,1.0
ריחן,מועצה אזורית שומרון,2016,1,4.0
ריינה,מועצה מקומית,2012,1,37.0
ריינה,מועצה מקומית,2012,2,21.0
ריינה,מועצה מקומית,2012,3,34.0
ריינה,מועצה מקומית,2012,4,32.0
ריינה,מועצה מקומית,2013,1,29.0
ריינה,מועצה מקומית,2013,2,18.0
ריינה,מועצה מקומית,2013,3,41.0
ריינה,מועצה מקומית,2013,4,23.0
ריינה,מועצה מקומית,2014,1,350.0
ריינה,מועצה מקומית,2014,2,107.0
ריינה,מועצה מקומית,2014,3,72.0
ריינה,מועצה מקומית,2014,4,17.0
ריינה,מועצה מקומית,2015,1,125.0
ריינה,מועצה מקומית,2015,2,123.0
ריינה,מועצה מקומית,2015,3,232.0
ריינה,מועצה מקומית,2015,4,84.0
ריינה,מועצה מקומית,2016,1,157.0
ריינה,מועצה מקומית,2016,2,118.0
ריינה,מועצה מקומית,2016,3,36.0
ריינה,מועצה מקומית,2016,4,71.0
ריינה,מועצה מקומית,2017,1,78.0
ריינה,מועצה מקומית,2017,2,72.0
רימונים,מועצה אזורית מטה בנימין,2015,2,1.0
רימונים,מועצה אזורית מטה בנימין,2017,1,1.0
רינתיה,מועצה אזורית חבל מודיעין,2012,3,1.0
רינתיה,מועצה אזורית חבל מודיעין,2014,2,1.0
רינתיה,מועצה אזורית חבל מודיעין,2015,3,1.0
רינתיה,מועצה אזורית חבל מודיעין,2015,4,1.0
ריסאן,,2012,4,5.0
רכסים,מועצה מקומית,2012,1,32.0
רכסים,מועצה מקומית,2012,2,31.0
רכסים,מועצה מקומית,2012,3,77.0
רכסים,מועצה מקומית,2012,4,102.0
רכסים,מועצה מקומית,2013,1,98.0
רכסים,מועצה מקומית,2013,2,59.0
רכסים,מועצה מקומית,2013,3,90.0
רכסים,מועצה מקומית,2013,4,30.0
רכסים,מועצה מקומית,2014,1,57.0
